,year,month,day,hour,czas,temperature,wilgotnosc,predkosc_wiatru,aqi,o3,so2,no2,pm10,pm25,co
588,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
589,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
590,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
591,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
592,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
593,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
594,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
595,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
596,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
597,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
598,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
599,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
600,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
601,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
602,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
603,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
604,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
605,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
606,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
607,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
608,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
609,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
610,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
611,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
612,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
613,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
614,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
615,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
616,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
617,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
618,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
619,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
620,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
621,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
622,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
623,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
624,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
625,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
626,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
627,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
628,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
629,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
630,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
631,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
632,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
633,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
634,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
635,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
636,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
637,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
638,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
639,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
640,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
641,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
642,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
643,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
644,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
645,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
646,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
647,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
648,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
649,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
650,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
651,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
652,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
653,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
654,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
655,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
656,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
657,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
658,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
659,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
660,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
661,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
662,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
663,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
664,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
665,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
666,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
667,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
668,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
669,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
670,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
671,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
672,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
673,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
674,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
675,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
676,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
677,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
678,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
679,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
680,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
681,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
682,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
683,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
684,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
685,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
686,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
687,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
688,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
689,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
690,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
691,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
692,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
693,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
694,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
695,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
696,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
697,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
698,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
699,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
700,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
701,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
702,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
703,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
704,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
705,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
706,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
707,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
708,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
709,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
710,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
711,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
712,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
713,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
714,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
715,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
716,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
717,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
718,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
719,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
720,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
721,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
722,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
723,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
724,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
725,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
726,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
727,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
728,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
729,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
730,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
731,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
732,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
733,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
734,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
735,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
736,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
737,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
738,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
739,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
740,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
741,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
742,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
743,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
744,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
745,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
746,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
747,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
748,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
749,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
750,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
751,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
752,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
753,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
754,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
755,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
756,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
757,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
758,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
759,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
760,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
761,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
762,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
763,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
764,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
765,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
766,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
767,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
768,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
769,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
770,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
771,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
772,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
773,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
774,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
775,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
776,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
777,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
778,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
779,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
780,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
781,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
782,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
783,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
784,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
785,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
786,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
787,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
788,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
789,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
790,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
791,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
792,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
793,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
794,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
795,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
796,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
797,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
798,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
799,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
800,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
801,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
802,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
803,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
804,2024,1,24,12,2024-01-24T12:00:00,9,87,8.2,37,52.1,3.5,13.0,10.3,9.0,461.5
805,2024,1,24,11,2024-01-24T11:00:00,10,81,9.3,43,42.4,4.0,15.3,11.0,10.25,473.5
806,2024,1,24,10,2024-01-24T10:00:00,10,76,10.8,42,40.4,4.0,16.0,12.0,10.0,276.0
807,2024,1,24,9,2024-01-24T09:00:00,9,81,10.3,38,42.9,3.0,13.3,12.3,9.25,444.0
808,2024,1,24,8,2024-01-24T08:00:00,8,81,10.8,38,46.8,3.0,11.5,12.5,9.25,434.5
809,2024,1,24,7,2024-01-24T07:00:00,8,87,9.8,26,56.0,13.0,3.0,6.0,4.0,60.1
810,2024,1,24,6,2024-01-24T06:00:00,8,81,10.3,38,55.2,4.0,8.5,11.5,9.25,398.5
811,2024,1,24,5,2024-01-24T05:00:00,7,87,10.3,36,57.5,4.0,7.3,12.0,8.67,184.0
812,2024,1,24,4,2024-01-24T04:00:00,7,87,10.3,41,54.2,4.5,7.5,13.3,9.75,379.0
813,2024,1,24,3,2024-01-24T03:00:00,7,87,11.3,50,37.4,6.3,11.8,16.0,12.0,326.0
814,2024,1,24,2,2024-01-24T02:00:00,7,81,10.8,47,44.0,5.5,10.1,14.1,11.38,350.3
815,2024,1,24,1,2024-01-24T01:00:00,7,81,10.3,50,38.9,6.0,11.4,14.6,12.2,336.0
816,2024,1,25,0,2024-01-25T00:00:00,3,86,6.2,34,74.0,4.0,1.3,3.7,2.0,51.4
817,2024,1,24,23,2024-01-24T23:00:00,4,80,6.2,34,73.0,5.0,1.7,3.3,2.0,51.9
818,2024,1,24,22,2024-01-24T22:00:00,4,80,5.7,33,72.0,6.0,2.0,3.0,2.0,52.5
819,2024,1,24,21,2024-01-24T21:00:00,3,80,5.7,33,70.7,4.8,3.0,5.0,4.0,172.5
820,2024,1,24,20,2024-01-24T20:00:00,3,80,6.7,32,69.5,3.7,5.7,6.0,4.67,292.5
821,2024,1,24,19,2024-01-24T19:00:00,4,75,6.2,32,68.2,2.5,7.5,7.5,6.0,412.5
822,2024,1,24,18,2024-01-24T18:00:00,3,93,7.2,31,66.8,3.7,5.0,7.0,6.0,291.7
823,2024,1,24,17,2024-01-24T17:00:00,3,93,7.2,30,65.4,4.8,6.0,7.0,7.0,171.0
824,2024,1,24,16,2024-01-24T16:00:00,4,93,8.8,33,64.0,6.0,7.0,9.0,8.0,50.2
825,2024,1,24,15,2024-01-24T15:00:00,5,93,7.7,36,64.7,3.0,11.0,9.0,8.75,441.0
826,2024,1,24,14,2024-01-24T14:00:00,6,93,8.8,39,63.9,3.0,10.3,11.0,9.33,447.0
827,2024,1,24,13,2024-01-24T13:00:00,8,93,8.8,32,59.5,3.0,11.3,10.5,7.75,450.0
